	term	discription	
48	갑상샘과다증, 갑상선기능항진증: hyperthyroidism	    갑상샘의 기능이 병적으로 증가하여 호르몬이 과다하게 분비되는 병. 혈액 중의 갑상샘호르몬농도가 상승함에 따라 특유의 임상 증세가 생화학적인 변화를 나타내는 것을 일컫는다. 20~50대의 여성에게서 많이 발생한다. 혈액 속에 갑상샘호르몬이 많아지면 물질대사가 항진되므로 몸이 더워지고 외부 온도에 대해 매우 예민해진다. 따라서 더위를 못 견뎌하고 땀을 많이 흘리며 식욕은 증가하는데도 체중이 계속 줄어 대개 1~2개월 사이에 3~4kg씩 빠진다. 맥막이 빨라지고 가슴이 두근거리며 부정맥이 생겨 맥이 불규칙해지기도 한다. 피부는 따뜻하고 습해지며, 목에 이물감이나 통증을 느끼기도 한다. 신경이 예민해지고 불안해하며 늘 피로를 느낀다. 잠을 잘 못자고, 손이 떨리며, 팔 다리의 힘이 약해지고 심하면 마비증세가 나타난다. 월경주기가 불규칙해지며, 양이 감소하거나 월경이 중단되기도 한다. 갑상샘이 있는 목 앞쪽이 튀어나오거나 심한 경우 눈이 튀어 나오는 수도 있다. 이 병은 자가면역병인 그레이브스병에 의한 경우가 대부분이지만, 이 밖에 중독성결절성갑상샘종, 뇌하수체의 갑상샘자극호르몬분비샘종이나 아급성 갑상샘염의 초기에도 나타난다. 항갑상샘제나 방사성 요오드를 복용하여 갑상샘 기능을 억제하거나 심한 경우 갑상샘 제거수술로 치료한다.	
49	갑상샘암종: thyroid carcinoma	    갑상샘에 생긴 상피세포로 이루어진 악성종양물. 병리조직학적인 형태에 따라 유두상, 소포상, 역형암종 및 수질암종, 림프종 등으로 나눌 수 있다. 다양한 원인이 있으나, 일부에서는 방사선폭로에 의해 발생한다. 치료는 수술, 방사성 옥소, T4 억제요법 등이 사용된다.	
50	갑상샘저하증, 갑상선기능저하증: hypothyroidism	    갑상샘호르몬의 분비저하에 의해서 생기는 병을 말한다. 갑상샘호르몬은 체내의 축적된 에너지를 분해하는 것을 촉진하는 호르몬이다. 그래서 근육, 뼈, 지방 등에 있는 단백질, 지방, 탄수화물 등의 영양소를 분해하여 소비하는 것을 조장하여 기초대사율을 올리는 역할을 한다.    갑상샘의 병터에 의해서 생기는 경우가 많다. 주로 갑상샘의 암중에서 갑상샘 호르몬을 생산하지 않는 경우나 갑상샘의 파괴를 일으키는 모든 병에서 이 갑상샘 기능저하를 볼 수가 있다. 그리고 뇌하수체에서 TSH를 분비못하는 경우에도 이 갑상샘 기능저하를 볼 수가 있다. 가장 흔한 원인은 갑상샘 수술 후에 생기는 것으로 갑상샘의 절재나 원치 않은 손상에 의해서 생긴다.    피로감, 의욕이 없어지고 행동이나 말 등이 느려진다. 그리고 체중이 증가하고 입맛이 없는 등의 증상이 보인다. 그리고 에너지를 소모하지 않고 보관하므로 열을 생성하는 기능이 없어져서 추위를 견디지 못하고 창자의 운동도 감퇴되어서 변비 등의 증상도 보인다. 영양소의 사용을 억제하고 단지 축적만 하여 여러 곳에 단백질로 이루어진 물질이 축적이 되어서 몸이 붓기도 하고 신경주위에 이런 물질이 축적이 되어서 신경을 눌러서 손발이 저리거나 목소리가 쉬는 등의 증상을 보이기도 한다. 그리고 혀가 커지는 등의 증상도 볼 수가 있다. 갑상샘 호르몬을 투여하는 것으로 치료가 가능하다.	
51	갑상샘종: goiter	    목에 있는 나비모양의 내분비샘인 갑상샘이 커지는 것. 단순히 갑상샘이 커진 상태를 이르는 말로 인이나 특별한 병적인 상태를 의미하는 말은 아니다. 그러므로 갑상샘종이라고 해서 반드시 갑상샘호르몬의 분비가 증가했다고 말할 수가 없으며, 또 갑상선에 암이 생겼다는 것을 의미하는 것도 아니다.    샘종성 갑상샘종(adenomatous goiter): 갑상샘 호르몬을 분비하는 세포에서 생긴 종양으로 인해서 갑상샘이 커진 경우를 말한다.    지방병성 갑상샘종(endemic goiter): 알프스 산간 지방, 히말라야 등의 지방에 사는 사람들에게서 집단적으로 생기는 경우를 말한다. 주로 갑상샘호르몬의 생산에 꼭 필요한 요오드의 섭취가 부족한 곳의 사람들에게서 잘 생긴다.    안구돌출성 갑상샘종(exophthalmic goiter): 눈알의 돌출과 함께 나타나는 갑상샘종으로 일명 그레이브스병(Graves' disease)이라고 한다. 갑상샘의 종대와 갑상샘호르몬의 과다분비가 특징인 병이다.    결절성 갑상샘종(nodular goiter): 갑상샘안에 결절이 있는 갑상샘종.	
52	갑상샘중독증: thyrotoxicosis	    갑상선호르몬의 기능에 의한 증상이 과도하게 나타나는 병적인 상태. 식욕은 있으나 체중이 줄고, 더위를 견디지 못하며, 가슴이 뛰는 등의 증상을 나타낸다. 갑상샘과다증과 동의어이다.	
53	갑상샘호르몬: thyroid hormone	    광의의 갑상선호르몬은 티록신(thyroxine(T4)), 삼요드티로닌(triiodothyronine (T3)), 티로칼시토닌(thyrocalcitonin)의 3가지중 하나를 말하나 대개의 경우 협의의 뜻으로 사용되며 이 경우 티록신과 삼요드티로닌을 지칭한다.    갑상선 호르몬은 거의 모든 몸세포에서의 바탕질대사에 관여하여 에너지생성을 증가시키고 성장 발육을 촉진한다.    이것은 뇌하수체에서 분비되는 갑상샘 자극호르몬에 의해 합성 및 분비가 촉진된다. 섭취하여 체내에 들어온 요오드가 능동운반에 의해 갑상샘세포내로 들어가 세포내에 있는 단백질인 갑상샘 글로블린과 결합하여 갑상샘호르몬으로 합성된다. 요오드가 3분자 결합한 것을 T3, 4분자 결합한 것을 T4라 부름. 분비되는 갑상선 호르몬중 90%이상이 T4이다. 혈중으로 분비된 갑상샘호르몬은 혈중 단백질과 결합하는데 대부분은 티론신결합글로블린과 결합하며 일부는 알부민과 결합한다.    전반적인 대사율을 촉진시키며 어린이에서는 성장을 촉진시킨다. 특히 어린이에서 몰단백질 합성을 촉진하며 뇌의 발달에 중요한 기능을 함으로써, 선천성 갑상샘저하증(cretinism)을 조기 발견하여 치료하지 못하면 정신지체가 유발된다. 갑상샘과다증의 증상은 체내 대사가 항진되어 식욕이 증가하나 체중이 감소하고 심장박동수가 증가하고 더위를 참지 못하며, 갑상샘기능저하증의 증상은 위와 반대로 식욕이 감소하고 체중이 증가하며 심장박동수가 감소하고 추위를 참지 못하며 피부에 단백질이 축적되어 점액부종이 유발된다.	
54	갓난애방: nursery	    신생아를 돌보는 병원의 부서.    	
55	강내요법: intracavitary therapy	    체강내, 즉 입안, 코안, 인두강, 식도, 곧창자, 질, 자궁목, 방광 등의 내강에, 때로는 병터에 의해 생긴 공동내에 방사선을 삽입해서 치료하는 것을 말한다. 주로 종양의 치료를 목적으로 한다.	
56	강박반응성 장애: obsessive-compulsive disorder	    강박사고(obsession)은 반복되는 사고를 말하며, 강박행위(compulsion)는 반복되는 행동을 말한다. 즉 반복되는 사고에 따라 반복적인 행동을 수행하는 장애를 말한다. 이때 반복적인 사고는 이론적으로 이해되지 않는 경우가 많고, 본인도 이런 사고가 이해되지 않는다는 사실을 알고 고치려고 하지만, 잘 되지 않는다. 또한 계속적으로 이런 사고에 따른 반복적인 행동을 하며, 이런 행동을 수행치 않을 시, 본인의 의지와 무관하게 몹시 불안해하고, 초조해한다.	
57	강박행위: compulsion	    이치에 맞지 않고 불필요한 것인 줄 알면서도 어쩔 수 없이 반복적으로 행하는 불필요하거나 이치에 맞지 않는 행동. 예를 들면 손이 더러워지지 않았다는 걸 알지만 손이 더러워졌을까봐 반복해서 손을 씻는 행위, 문이 잠겼다는 걸 확인했지만 다시 한번 집에 가서 문이 잠겼다는 걸 확인하는 행위.	
58	강심제: cardiotonic, cardiotonic agent	    심장의 수축력을 증감시키는 약물을 말한다. 기본적으로 심근수축력을 증강시켜 심장박출량을 증가시키는 약물이다. 강심배당체, 포스포디에스트라아제 억제제, 아드레날린 β수용체작용제, 혈관확장제 등이 있다. 대표적인 예로서는 디곡신(digoxine) 등의 디지탈리스(digitalis)가 있다.	
59	강직, 강축, 테타니: tetany	    저칼슘혈증(hypocalcemia)에서 나타나는 현상으로서 신경근육의 흥분도가 증가된 상태이다. 원인은 부갑상샘 저하증, 인(phosphate)의 과다한 섭취: 저마그네슘혈증 등이다. 사지의 근육에 긴장연축(tonic spasm)이 와서 팔목과 엄지손가락을 안으로 구부리고, 손가락은 움츠려든다. 발은 선천성 곤봉발에서와 같이 펴지고, 발바닥은 컵모양을 하고 발가락은 구부린다.	
60	개두술: craniotomy	    머리뼈를 짜르는 수술로써 뇌수술을 위하여 필수적이다.	
61	개복술: laparotomy	    외과에서 쓰이는 말로써 “배를 가른다”는 의미로 쓰인다. 일반적으로 배안의 병적인 상태에서 의사가 배를 열고 그 병의 부위를 확인하고, 진단을 내리고 그 정도를 판별할 때 쓰인다.	
62	개심술, 심장절개술: open heart surgery	    심장의 한 개 또는 그 이상의 방실 절개하는 수술. 심방사이막결손증, 심실사이막결손증, 순수형 허파동맥판막협착증, 팔로(Fallot) 사징후 등이 적용이 된다. 이 수술을 위해서는 인공심폐장치가 필요하다.	
63	개흉술: thoracotomy	    가슴벽의 외과적 절개. 흉강 안에 있는 장기는 외상을 입는 경우도 있고, 또 여러 질병에 걸릴 수도 있다. 따라서 외상을 치료하거나 또는 질병을 치료하기 위해서 흉강을 절개해야 하는 경우가 있다. 흉강은 갈비뼈를 절제하지 않더라도 갈비뼈와 갈비뼈 사이에 있는 근육을 잘라서 절개할 수가 있다. 그런데 흉강 안은 호흡상태 여하에 관계없이 항상 대기압보다 음압으로 되어 있기 때문에 개흉과 동시에 폐가 오그라들고 호흡곤란을 호소한다. 흉강의 내면은 흉벽흉막과 폐흉막으로 덮여 있으며, 생리적으로 허파와 가슴벽 사이에는 좁은 공간이 있다. 가슴막염을 앓은 사람은 가슴막이 유착되어 있기 때문에 개흉을 하더라도 폐가 급격히 오그라들지 않으므로 호흡곤란을 느끼지 않는다. 	
64	객담: 	  = 가래 	
65	객혈: hemoptysis	    기도에서의 출혈이 원인이 되어 입으로 혈액을 토하는 일. 넓은 의미로는 혈액이 섞인 가래를 뱉는 일도 포함된다. 식도의 정맥자루 파열이나 위창자관으로부터의 출혈로 토혈하는 것과 구별된다. 구강이나 상기도에서의 출혈에는 풍치, 혈액질병 등에 의한 잇몸출혈, 코피의 역류, 후두결핵-편도염-인두염-폴립-암 등이 있다. 하기도나 폐에서의 출혈이 객혈-가래 중에 가장 많고 중요하다. 예전에는 객혈이라면 곧 폐결핵을 생각하였으나 지금은 그 밖에도 폐암-기관지확장증-허파고름집-허파경색의 경우가 있고, 만성기관지염-폐렴-선천성낭포-심장혈관계장애-세로칸종양 등도 의심할 수 있다. 폐결핵일 때 출혈은 객혈과 혈담의 빈도비가 6:4이고, 객혈에 의한 위험은 질식사와 흡인폐렴이다. 폐암의 경우는 혈담이 초기증세인 경우가 있고, 이것이 수주에서 수개월 지속하는 것이 특징이다. 일반적으로 객혈은 혈담의 약 반밖에 볼 수 없고 대량인 것도 많지 않다. 여러 가지 임상통계에 의하면, 객혈이나 혈담이 나오는 질병 중에서는 기관지확장증이 가장 빈도가 높다. 객혈을 했을 때는 우선 안정을 취하고 가슴에 얼음찜질을 하며, 의사의 지시를 받아야 한다.	
66	갱년기멜랑콜리아: involutional melancholia	    갱년기에 호발하는 우울증으로 여성에서는 40대 후반, 남성에서는 50대 후반에 주로 나타나며, 여성 대 남성의 비율은 대략 3 대 1정도이다. 강박적인 성격의 소유자에서 발생하기 쉬우며, 전형적인 우울증에서 보이는 비애, 침울보다는 고민, 불안의 색채가 강하고 침착하지 못하며 초조, 흥분이 두드러지게 나타난다. 자살의 위험이 특히 많은 우울증으로서 전기 치료에 효과가 좋은 편이다.	
67	거대적모구: megaloblast	    주로 비타민 B12, 폴산(folic acid) 등의 결핍시 생성되는 세포로서, 적혈구모세포의 분열이 일어나는 시기에 DNA의 합성은 되지만, 서로 두 세포로 분리가 되지 않아 거대세포를 이루게 된다. 따라서 적혈구의 생성이 원활이 되지 않아 빈혈이 발생한다.	
68	거대핵세포, 거핵세포: megakaryocyte	    혈소판을 형성하는 세포. 지름 약 30~40㎛이며, 핵은 한 가지만 매우 크고 다엽이다. 이 세포에서 여러개의 세포질이 떨어져 나와 혈소판을 형성한다.	
69	거미막: arachnoid membrane	    뇌막을 이루는 막의 하나. 뇌막이란 뇌를 싸고 있는 막으로 크게 3개의 막으로 이루어져 있다. 가장바깥에 있는 막을 경질막(dura mater)이라고 한다. 그 다음의 막이 거미막이다. 그리고 뇌에 강하게 밀착되어 있는 가장 안쪽의 막이 연막(pia mater)이다. 거미막은 연막과 거미줄같은 구조물로 아주 느슨하게 부착되어 있다. 그래서 거미막 밑에는 공간이 있다. 이 공간을 거미막밑공강이라고 하고 이 공간은 맑은 액체로 차 있다. 이 액체를 뇌척수액(cerebrospinal fluid)이라고 한다.        	
